product_type,sku,estimated_price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,demurrage,demurrage_bin
cosmetics,WA60120A,94070.0,40.0,923.0,4711.7,Non-binary,1.0,27.0,30.0,3.0,Carrier A,538.0,Supplier 4,Kolkata,12.0,705.0,2.0,47.46,Fail,0.71,Air,Route_A,126.57,0.0,False
haircare,WA05972A,95450.0,16.0,233.0,3089.29,Female,13.0,18.0,21.0,2.0,Carrier A,539.0,Supplier 4,Bangalore,23.0,153.0,29.0,10.21,Pass,3.13,Air,Route_A,217.06,0.0,False
skincare,GJ110300,42170.0,13.0,377.0,6514.04,Non-binary,77.0,18.0,11.0,4.0,Carrier A,184.0,Supplier 3,Bangalore,14.0,163.0,15.0,25.95,Fail,2.41,Road,Route_C,814.29,0.0,False
haircare,GL868900,91830.0,98.0,245.0,5519.73,Male,96.0,29.0,36.0,9.0,Carrier A,372.0,Supplier 2,Chennai,23.0,395.0,8.0,65.11,Pending,1.82,Road,Route_C,414.85,0.0,False
cosmetics,RU868100,72890.0,36.0,737.0,6755.88,Unknown,35.0,12.0,95.0,7.0,Carrier A,599.0,Supplier 2,Chennai,9.0,866.0,18.0,58.9,Pending,1.15,Sea,Route_B,722.83,1647156.0,True
haircare,MAJ-1817,56440.0,3.0,300.0,7462.13,Male,60.0,26.0,20.0,9.0,Carrier C,139.0,Supplier 5,Chennai,3.0,194.0,27.0,34.04,Pending,4.27,Sea,Route_A,289.67,0.0,False
haircare,OT0428,21790.0,85.0,86.0,4869.8,Unknown,68.0,14.0,30.0,5.0,Carrier B,922.0,Supplier 2,Delhi,8.0,626.0,28.0,93.21,Pass,4.18,Rail,Route_B,414.31,1129318.0,True
cosmetics,GD457500,76100.0,93.0,559.0,7600.51,Non-binary,16.0,10.0,59.0,6.0,Carrier B,978.0,Supplier 2,Mumbai,9.0,833.0,9.0,18.05,Pending,3.67,Sea,Route_B,631.74,0.0,False
cosmetics,GE208800,73930.0,62.0,952.0,6152.12,Non-binary,38.0,15.0,11.0,4.0,Carrier B,327.0,Supplier 5,Mumbai,12.0,137.0,8.0,65.74,Pending,2.44,Road,Route_A,881.01,620607.0,True
skincare,GE298600,7490.0,92.0,448.0,7576.09,Unknown,76.0,2.0,73.0,6.0,Carrier A,937.0,Supplier 1,Chennai,15.0,742.0,24.0,77.81,Fail,3.25,Sea,Route_B,977.85,0.0,False
skincare,GJ525500,10200.0,55.0,406.0,8368.14,Non-binary,59.0,19.0,41.0,7.0,Carrier C,638.0,Supplier 2,Bangalore,20.0,270.0,2.0,14.11,Pass,4.64,Air,Route_A,888.07,0.0,False
haircare,GL720300,95520.0,12.0,639.0,3543.57,Unknown,13.0,25.0,92.0,5.0,Carrier B,788.0,Supplier 3,Chennai,1.0,551.0,7.0,91.97,Pass,0.21,Rail,Route_B,531.05,0.0,False
cosmetics,GL886600,27300.0,11.0,947.0,4255.3,Female,7.0,11.0,83.0,2.0,Carrier A,280.0,Supplier 3,Mumbai,22.0,832.0,5.0,80.89,Fail,2.27,Air,Route_B,682.42,845155.0,True
skincare,GR039100,77520.0,2.0,841.0,9674.12,Male,4.0,6.0,26.0,8.0,Carrier C,717.0,Supplier 4,Mumbai,26.0,660.0,24.0,87.77,Pending,3.49,Sea,Route_C,368.66,0.0,False
cosmetics,GR430900,30370.0,85.0,228.0,8770.09,Female,51.0,7.0,83.0,3.0,Carrier C,389.0,Supplier 2,Delhi,2.0,589.0,3.0,78.92,Fail,3.52,Air,Route_A,766.59,684030.0,True
skincare,GR473900,83380.0,17.0,667.0,4685.88,Unknown,29.0,2.0,47.0,2.0,Carrier A,999.0,Supplier 5,Chennai,28.0,826.0,19.0,81.96,Fail,3.58,Air,Route_B,872.03,0.0,False
skincare,GR517400,39190.0,51.0,931.0,8522.26,Unknown,14.0,26.0,52.0,6.0,Carrier C,724.0,Supplier 5,Chennai,6.0,842.0,25.0,61.09,Fail,0.42,Rail,Route_A,724.77,1846391.0,True
skincare,GR518300,81300.0,4.0,878.0,6879.8,Female,83.0,26.0,73.0,1.0,Carrier A,581.0,Supplier 4,Delhi,23.0,413.0,25.0,39.3,Fail,0.84,Road,Route_A,363.99,2021660.0,True
haircare,GS900300,30530.0,85.0,150.0,2716.45,Male,92.0,6.0,23.0,4.0,Carrier C,129.0,Supplier 4,Delhi,3.0,564.0,26.0,54.17,Pending,4.11,Rail,Route_B,672.2,0.0,False
skincare,GS926700,36580.0,15.0,512.0,3774.45,Female,47.0,26.0,38.0,4.0,Carrier A,167.0,Supplier 4,Chennai,13.0,944.0,11.0,57.18,Pending,4.55,Air,Route_B,375.27,0.0,False
haircare,LM420800,24400.0,41.0,644.0,9171.66,Non-binary,13.0,8.0,79.0,2.0,Carrier B,419.0,Supplier 4,Bangalore,19.0,303.0,11.0,87.74,Pass,4.44,Air,Route_B,120.04,0.0,False
cosmetics,ZB589000,69080.0,66.0,325.0,7576.02,Unknown,62.0,29.0,83.0,6.0,Carrier A,518.0,Supplier 2,Chennai,11.0,418.0,18.0,87.91,Pending,2.57,Road,Route_C,935.97,0.0,False
cosmetics,4324,76470.0,30.0,510.0,8627.19,Unknown,30.0,5.0,92.0,3.0,Carrier B,593.0,Supplier 5,Kolkata,12.0,430.0,5.0,40.64,Pass,4.15,Rail,Route_B,754.6,0.0,False
cosmetics,654321,93000.0,8.0,707.0,9210.77,Male,10.0,13.0,42.0,2.0,Carrier C,819.0,Supplier 4,Mumbai,29.0,126.0,27.0,63.69,Pending,2.58,Rail,Route_C,425.57,895314.0,True
haircare,C627165-0000/00,25330.0,2.0,322.0,7030.98,Unknown,34.0,5.0,47.0,2.0,Carrier A,403.0,Supplier 3,Bangalore,25.0,955.0,9.0,11.95,Fail,2.9,Sea,Route_B,526.62,321033.0,True
cosmetics,C627117-0000/00,37190.0,89.0,758.0,9446.41,Female,29.0,7.0,62.0,5.0,Carrier A,549.0,Supplier 5,Mumbai,24.0,596.0,20.0,18.91,Pass,4.81,Rail,Route_A,101.38,1415910.0,True
cosmetics,C624271-0085/M9,20130.0,70.0,574.0,9696.68,Female,88.0,24.0,9.0,5.0,Carrier A,210.0,Supplier 5,Mumbai,15.0,276.0,6.0,57.22,Fail,4.86,Road,Route_A,934.48,0.0,False
cosmetics,C637803-7026/00,18900.0,45.0,205.0,2563.98,Unknown,73.0,27.0,53.0,2.0,Carrier C,188.0,Supplier 1,Delhi,8.0,296.0,3.0,83.32,Pass,2.42,Rail,Route_B,513.18,1366061.0,True
skincare,C637803-0706/00,43000.0,40.0,278.0,2009.4,Unknown,13.0,1.0,46.0,9.0,Carrier B,921.0,Supplier 5,Kolkata,17.0,321.0,25.0,96.77,Pass,2.54,Sea,Route_B,555.24,1537591.0,True
cosmetics,101122100224,39750.0,73.0,424.0,5821.46,Non-binary,87.0,24.0,71.0,1.0,Carrier B,685.0,Supplier 3,Mumbai,24.0,152.0,13.0,11.52,Fail,4.89,Sea,Route_A,852.17,1901193.0,True
haircare,101061100224,83910.0,10.0,181.0,7044.0,Unknown,72.0,18.0,43.0,1.0,Carrier C,734.0,Supplier 4,Chennai,23.0,902.0,24.0,42.1,Fail,0.57,Rail,Route_A,735.61,0.0,False
cosmetics,101122100237,82820.0,72.0,614.0,7582.97,Unknown,68.0,20.0,47.0,1.0,Carrier C,879.0,Supplier 5,Bangalore,23.0,831.0,22.0,56.87,Pass,0.82,Road,Route_B,829.77,0.0,False
skincare,101061100255,4900.0,73.0,926.0,6751.94,Non-binary,17.0,3.0,99.0,4.0,Carrier C,523.0,Supplier 3,Mumbai,28.0,928.0,4.0,74.17,Fail,0.17,Air,Route_A,620.9,0.0,False
haircare,101122100268,23110.0,32.0,104.0,6957.53,Male,55.0,17.0,70.0,1.0,Carrier C,398.0,Supplier 3,Chennai,9.0,525.0,25.0,15.52,Fail,3.2,Air,Route_A,921.29,0.0,False
haircare,101061100268,23940.0,31.0,823.0,7271.34,Non-binary,47.0,1.0,27.0,9.0,Carrier C,117.0,Supplier 2,Chennai,9.0,725.0,4.0,41.19,Pending,0.8,Sea,Route_B,841.96,363526.0,True
skincare,101061100291,82650.0,3.0,650.0,1950.41,Non-binary,24.0,15.0,15.0,8.0,Carrier A,707.0,Supplier 3,Bangalore,23.0,998.0,17.0,99.31,Pass,4.93,Sea,Route_B,994.16,1357184.0,True
cosmetics,101122100311,7600.0,41.0,329.0,7938.69,Male,95.0,24.0,38.0,9.0,Carrier B,385.0,Supplier 3,Kolkata,29.0,839.0,13.0,60.48,Fail,0.69,Road,Route_B,278.58,1466950.0,True
cosmetics,101122100340,37180.0,49.0,360.0,4834.01,Non-binary,22.0,26.0,39.0,5.0,Carrier A,648.0,Supplier 4,Delhi,18.0,121.0,2.0,70.21,Fail,4.65,Rail,Route_A,917.04,0.0,False
haircare,101122100341,10950.0,94.0,136.0,1633.49,Male,77.0,28.0,47.0,2.0,Carrier B,174.0,Supplier 1,Bangalore,9.0,843.0,19.0,75.48,Fail,2.11,Road,Route_B,677.09,2428741.0,True
skincare,101061100341,18500.0,99.0,987.0,7242.28,Non-binary,37.0,12.0,80.0,9.0,Carrier C,424.0,Supplier 1,Mumbai,18.0,682.0,5.0,87.62,Pass,0.46,Sea,Route_A,740.54,0.0,False
skincare,101122100352,16379.999999999998,21.0,163.0,5238.54,Female,1.0,29.0,10.0,2.0,Carrier B,616.0,Supplier 2,Delhi,12.0,260.0,9.0,51.95,Fail,2.4,Air,Route_C,973.55,0.0,False
skincare,101122100358,98950.0,13.0,231.0,4416.05,Male,69.0,7.0,48.0,1.0,Carrier C,758.0,Supplier 2,Mumbai,21.0,116.0,18.0,99.77,Fail,0.52,Sea,Route_A,510.94,0.0,False
skincare,101061100381,65950.0,30.0,504.0,8325.75,Non-binary,68.0,10.0,7.0,3.0,Carrier A,203.0,Supplier 5,Delhi,27.0,161.0,15.0,30.03,Fail,4.27,Road,Route_C,410.89,0.0,False
haircare,101122110630,13120.0,75.0,99.0,8730.87,Male,85.0,2.0,98.0,3.0,Carrier A,914.0,Supplier 4,Bangalore,27.0,735.0,5.0,98.67,Fail,2.62,Air,Route_A,905.49,1244044.0,True
haircare,101122110635,29420.0,84.0,491.0,6228.18,Male,22.0,9.0,41.0,6.0,Carrier B,503.0,Supplier 3,Chennai,12.0,516.0,26.0,99.72,Fail,3.83,Rail,Route_A,783.2,0.0,False
haircare,101122110677,96180.0,36.0,134.0,1476.38,Non-binary,98.0,13.0,78.0,4.0,Carrier C,355.0,Supplier 2,Chennai,25.0,338.0,8.0,84.21,Pass,0.8,Rail,Route_A,377.75,576778.0,True
cosmetics,101160124000,25310.0,61.0,59.0,3608.87,Female,29.0,22.0,35.0,2.0,Carrier B,245.0,Supplier 1,Bangalore,19.0,764.0,29.0,24.14,Pass,3.99,Sea,Route_B,815.01,0.0,False
cosmetics,609990000130,17700.0,2.0,101.0,5085.84,Male,58.0,27.0,11.0,6.0,Carrier C,455.0,Supplier 3,Bangalore,20.0,564.0,17.0,75.11,Pending,1.69,Sea,Route_A,961.69,1944197.0,True
haircare,S00105512,15630.0,91.0,554.0,8555.64,Non-binary,28.0,14.0,96.0,5.0,Carrier A,396.0,Supplier 5,Kolkata,3.0,238.0,10.0,60.43,Pass,1.48,Sea,Route_A,911.47,2294475.0,True
haircare,101062149001,42920.0,66.0,535.0,5447.5,Unknown,31.0,12.0,47.0,8.0,Carrier B,708.0,Supplier 4,Mumbai,24.0,637.0,24.0,24.26,Pending,1.26,Air,Route_C,919.48,0.0,False
cosmetics,101062146103,17310.0,77.0,335.0,7096.24,Female,7.0,6.0,52.0,3.0,Carrier C,812.0,Supplier 4,Mumbai,5.0,499.0,10.0,44.21,Pass,0.49,Road,Route_C,800.08,1895066.0,True
cosmetics,403050126247,71380.0,72.0,58.0,6305.13,Non-binary,52.0,5.0,77.0,5.0,Carrier C,812.0,Supplier 2,Bangalore,10.0,490.0,17.0,62.49,Pending,2.76,Sea,Route_A,671.68,0.0,False
skincare,TT814888,15200.0,10.0,713.0,9314.98,Unknown,35.0,1.0,42.0,5.0,Carrier A,928.0,Supplier 3,Kolkata,1.0,228.0,19.0,91.75,Pass,3.45,Air,Route_B,518.37,0.0,False
cosmetics,TTWPA10000,24300.0,75.0,378.0,3961.88,Female,83.0,17.0,93.0,6.0,Carrier A,322.0,Supplier 1,Bangalore,21.0,553.0,20.0,37.93,Pass,1.38,Rail,Route_B,147.26,0.0,False
haircare,TT808253,39090.0,28.0,954.0,4136.49,Female,21.0,2.0,48.0,1.0,Carrier A,493.0,Supplier 1,Mumbai,25.0,156.0,10.0,90.8,Pending,1.13,Sea,Route_B,261.72,1114012.0,True
haircare,TT809453,85190.0,96.0,570.0,6030.47,Female,31.0,5.0,79.0,1.0,Carrier C,975.0,Supplier 2,Chennai,12.0,706.0,5.0,75.9,Fail,4.17,Sea,Route_B,280.46,0.0,False
skincare,TT803836,19050.0,96.0,780.0,6353.48,Unknown,65.0,25.0,32.0,2.0,Carrier B,331.0,Supplier 5,Kolkata,1.0,486.0,23.0,83.78,Pending,0.71,Sea,Route_A,963.98,1053967.0,True
skincare,TTSA013,98120.0,82.0,138.0,3126.98,Male,65.0,12.0,38.0,4.0,Carrier B,781.0,Supplier 3,Mumbai,18.0,386.0,8.0,47.11,Pending,3.99,Road,Route_A,328.58,557466.0,True
haircare,TTSA042,9990.0,8.0,727.0,5389.12,Male,28.0,2.0,4.0,3.0,Carrier A,949.0,Supplier 5,Chennai,26.0,834.0,18.0,61.01,Pass,4.48,Rail,Route_A,847.0,0.0,False
haircare,TT813295,26490.0,49.0,426.0,1144.36,Non-binary,10.0,27.0,35.0,5.0,Carrier A,706.0,Supplier 1,Chennai,29.0,531.0,15.0,56.91,Pending,0.97,Road,Route_C,751.13,0.0,False
skincare,RO8041323,32240.000000000004,15.0,608.0,4019.0,Non-binary,11.0,26.0,59.0,9.0,Carrier B,652.0,Supplier 2,Kolkata,20.0,506.0,26.0,57.46,Pass,1.84,Sea,Route_B,846.97,2294144.0,True
cosmetics,704120101200,61610.0,10.0,360.0,4953.53,Non-binary,26.0,21.0,51.0,3.0,Carrier A,493.0,Supplier 4,Bangalore,11.0,692.0,28.0,32.66,Pending,3.02,Rail,Route_B,176.24,2238897.0,True
skincare,705090120908,37190.0,42.0,739.0,6413.37,Male,18.0,3.0,88.0,3.0,Carrier A,508.0,Supplier 1,Kolkata,21.0,274.0,22.0,91.81,Pending,2.31,Road,Route_B,691.68,439738.0,True
haircare,601000006702,97270.0,33.0,490.0,9960.28,Unknown,57.0,24.0,84.0,3.0,Carrier B,384.0,Supplier 3,Mumbai,21.0,562.0,17.0,15.08,Pass,1.57,Rail,Route_B,680.87,0.0,False
haircare,401162140105,69220.0,22.0,807.0,9991.42,Unknown,10.0,21.0,49.0,7.0,Carrier C,107.0,Supplier 4,Delhi,19.0,760.0,9.0,13.85,Fail,4.34,Sea,Route_B,832.26,0.0,False
haircare,101061100240,98040.0,20.0,417.0,9994.8,Female,80.0,27.0,37.0,9.0,Carrier A,709.0,Supplier 3,Bangalore,1.0,188.0,7.0,27.76,Pass,1.93,Sea,Route_A,973.27,0.0,False
haircare,101061100269,97760.0,20.0,395.0,5394.62,Non-binary,75.0,19.0,62.0,3.0,Carrier B,996.0,Supplier 3,Kolkata,10.0,101.0,1.0,72.65,Pending,0.5,Air,Route_B,206.26,0.0,False
cosmetics,101061100270,64680.00000000001,37.0,851.0,2440.38,Female,35.0,13.0,59.0,1.0,Carrier B,581.0,Supplier 5,Delhi,6.0,418.0,22.0,48.41,Pending,3.75,Rail,Route_B,330.38,811081.0,True
cosmetics,101061100368,8180.0,70.0,80.0,9248.13,Female,90.0,21.0,75.0,3.0,Carrier A,577.0,Supplier 1,Delhi,12.0,890.0,15.0,75.69,Pass,3.35,Road,Route_A,686.39,448853.0,True
haircare,101061100370,82400.0,30.0,389.0,3551.2,Unknown,66.0,5.0,45.0,8.0,Carrier C,752.0,Supplier 5,Mumbai,25.0,611.0,8.0,82.47,Fail,1.41,Rail,Route_A,632.34,1243842.0,True
cosmetics,101061135103,41630.0,72.0,902.0,1080.54,Female,30.0,20.0,77.0,7.0,Carrier A,946.0,Supplier 3,Kolkata,11.0,163.0,14.0,49.25,Pass,0.28,Sea,Route_A,516.0,2162554.0,True
haircare,101061135106,93880.0,52.0,496.0,3809.07,Unknown,53.0,22.0,97.0,6.0,Carrier C,299.0,Supplier 1,Delhi,13.0,659.0,9.0,79.31,Fail,1.99,Air,Route_C,285.18,2204231.0,True
cosmetics,2502,92680.0,25.0,587.0,3978.55,Female,23.0,19.0,24.0,3.0,Carrier C,512.0,Supplier 4,Chennai,12.0,123.0,28.0,14.14,Pass,1.32,Road,Route_A,120.95,561397.0,True
cosmetics,1514-F,11120.0,62.0,313.0,1131.34,Male,25.0,13.0,72.0,5.0,Carrier B,953.0,Supplier 3,Bangalore,29.0,786.0,24.0,24.91,Pending,1.45,Air,Route_C,780.95,0.0,False
skincare,JOMFV32D,57310.0,72.0,992.0,7527.09,Non-binary,24.0,8.0,16.0,1.0,Carrier A,282.0,Supplier 1,Chennai,19.0,787.0,8.0,40.15,Pending,2.77,Sea,Route_B,745.03,0.0,False
cosmetics,TT823436,27140.0,9.0,492.0,3206.43,Non-binary,8.0,19.0,5.0,3.0,Carrier C,888.0,Supplier 3,Chennai,27.0,900.0,28.0,62.81,Fail,4.23,Rail,Route_C,369.76,0.0,False
haircare,SI10019,50810.0,22.0,746.0,5114.36,Male,14.0,3.0,45.0,3.0,Carrier C,715.0,Supplier 4,Delhi,10.0,414.0,6.0,98.14,Pass,1.76,Air,Route_C,857.88,1467947.0,True
skincare,SI10158,56740.0,56.0,550.0,6707.78,Male,88.0,12.0,72.0,6.0,Carrier B,646.0,Supplier 1,Chennai,22.0,478.0,11.0,24.79,Pass,4.64,Air,Route_C,107.36,1413680.0,True
haircare,SI10164,73290.0,98.0,753.0,2491.01,Male,54.0,17.0,74.0,9.0,Carrier B,416.0,Supplier 5,Delhi,6.0,920.0,14.0,34.21,Pass,1.24,Air,Route_C,892.22,0.0,False
skincare,SI30566-12,50150.0,54.0,600.0,6917.07,Unknown,18.0,16.0,18.0,6.0,Carrier A,990.0,Supplier 3,Chennai,10.0,198.0,14.0,48.79,Pass,0.09,Road,Route_B,438.73,0.0,False
skincare,SI10251,95620.0,79.0,788.0,8199.42,Non-binary,80.0,27.0,85.0,7.0,Carrier B,327.0,Supplier 5,Bangalore,20.0,534.0,8.0,82.91,Pass,2.18,Sea,Route_A,348.75,0.0,False
cosmetics,SI30063-34,66430.0,23.0,26.0,7869.89,Male,8.0,11.0,96.0,7.0,Carrier A,122.0,Supplier 1,Mumbai,17.0,213.0,14.0,57.5,Pass,4.42,Air,Route_B,660.27,0.0,False
skincare,SI10417,4030.000000000001,49.0,518.0,8339.36,Unknown,50.0,14.0,51.0,5.0,Carrier B,445.0,Supplier 2,Bangalore,28.0,223.0,20.0,13.56,Pending,1.48,Road,Route_A,644.79,0.0,False
cosmetics,DO1502,69090.0,89.0,33.0,5341.22,Male,2.0,25.0,45.0,9.0,Carrier B,789.0,Supplier 3,Bangalore,27.0,490.0,19.0,49.34,Fail,1.96,Air,Route_B,744.61,0.0,False
skincare,DO1539,68510.0,8.0,387.0,7504.27,Male,40.0,7.0,67.0,9.0,Carrier A,185.0,Supplier 4,Delhi,15.0,121.0,9.0,13.28,Pass,2.09,Air,Route_A,657.84,1983579.0,True
skincare,DOGTP135,49280.0,43.0,122.0,4592.04,Female,92.0,16.0,10.0,5.0,Carrier B,827.0,Supplier 3,Kolkata,8.0,307.0,11.0,65.5,Fail,2.23,Air,Route_A,454.3,1948723.0,True
skincare,PEZE30W,41400.0,70.0,172.0,3340.9,Female,16.0,4.0,33.0,8.0,Carrier A,487.0,Supplier 2,Delhi,26.0,326.0,10.0,25.47,Fail,3.15,Rail,Route_A,489.68,1510683.0,True
cosmetics,BA604133,93910.0,68.0,772.0,4583.56,Unknown,26.0,5.0,88.0,6.0,Carrier B,419.0,Supplier 2,Mumbai,12.0,902.0,17.0,44.8,Pass,0.14,Air,Route_C,430.73,1928378.0,True
skincare,BA605133,38780.0,47.0,389.0,8626.09,Male,91.0,20.0,56.0,4.0,Carrier B,955.0,Supplier 3,Bangalore,17.0,950.0,3.0,54.6,Pass,4.3,Air,Route_C,196.64,1424405.0,True
cosmetics,BA606133,20740.0,57.0,562.0,2172.56,Unknown,20.0,8.0,61.0,4.0,Carrier C,540.0,Supplier 4,Delhi,18.0,200.0,25.0,21.13,Fail,3.36,Air,Route_C,514.83,964368.0,True
skincare,BA607108,66830.0,47.0,816.0,1930.83,Female,67.0,26.0,33.0,9.0,Carrier B,307.0,Supplier 5,Chennai,20.0,737.0,20.0,13.21,Pending,0.75,Sea,Route_A,317.98,0.0,False
cosmetics,BA607133,80970.0,46.0,197.0,5435.83,Male,6.0,7.0,17.0,6.0,Carrier A,468.0,Supplier 5,Chennai,26.0,968.0,7.0,80.07,Pass,1.14,Air,Route_B,166.68,0.0,False
cosmetics,BA610108,84760.0,74.0,799.0,4512.05,Female,84.0,20.0,37.0,6.0,Carrier C,485.0,Supplier 2,Bangalore,22.0,832.0,27.0,60.95,Pass,1.62,Rail,Route_B,578.41,1379574.0,True
haircare,BA61476,78110.0,70.0,912.0,3147.82,Male,44.0,16.0,84.0,7.0,Carrier A,159.0,Supplier 2,Delhi,24.0,212.0,19.0,32.37,Pass,0.38,Road,Route_B,594.41,0.0,False
cosmetics,FE67120,90170.0,83.0,47.0,5305.32,Unknown,11.0,25.0,81.0,6.0,Carrier C,426.0,Supplier 3,Bangalore,13.0,887.0,27.0,94.88,Fail,3.09,Road,Route_B,651.97,0.0,False
haircare,PE80789,6770.0,88.0,742.0,6252.08,Female,55.0,1.0,35.0,3.0,Carrier B,760.0,Supplier 5,Bangalore,27.0,468.0,25.0,21.99,Pass,4.48,Road,Route_A,569.64,0.0,False
haircare,PE804108,65780.0,4.0,519.0,5753.84,Non-binary,47.0,22.0,74.0,8.0,Carrier A,180.0,Supplier 1,Chennai,5.0,169.0,15.0,32.2,Pending,2.81,Sea,Route_C,103.7,2068531.0,True
haircare,BA604108N,46080.0,68.0,812.0,7124.71,Non-binary,81.0,18.0,74.0,9.0,Carrier A,221.0,Supplier 4,Mumbai,26.0,353.0,10.0,47.53,Pass,0.11,Road,Route_A,642.47,905753.0,True
cosmetics,DOEXGPGII,40690.0,51.0,62.0,1591.25,Non-binary,62.0,28.0,10.0,9.0,Carrier B,281.0,Supplier 3,Chennai,3.0,459.0,27.0,31.33,Fail,1.1,Air,Route_C,344.79,1277410.0,True
skincare,OBPP30B6,32300.0,62.0,671.0,5787.67,Male,80.0,7.0,71.0,1.0,Carrier B,515.0,Supplier 2,Kolkata,20.0,600.0,21.0,75.71,Pass,0.65,Sea,Route_C,724.55,2153407.0,True
haircare,AKAFC20,56950.0,87.0,622.0,3073.59,Male,28.0,29.0,43.0,3.0,Carrier B,830.0,Supplier 1,Chennai,9.0,815.0,12.0,24.7,Pass,0.56,Sea,Route_C,561.94,1107331.0,True
haircare,AKUF2520,10520.0,75.0,441.0,2709.51,Unknown,59.0,29.0,29.0,5.0,Carrier C,665.0,Supplier 3,Mumbai,28.0,116.0,1.0,25.31,Pending,2.9,Road,Route_C,152.94,1351727.0,True
skincare,PA111200,28910.0,83.0,839.0,9324.98,Non-binary,27.0,6.0,96.0,7.0,Carrier A,449.0,Supplier 1,Delhi,22.0,452.0,27.0,62.42,Pending,2.86,Sea,Route_A,534.57,0.0,False
cosmetics,C8402,60590.0,35.0,261.0,6437.89,Unknown,50.0,23.0,93.0,9.0,Carrier A,582.0,Supplier 2,Delhi,27.0,510.0,5.0,94.12,Pending,4.31,Rail,Route_C,958.52,0.0,False
cosmetics,CFF33,60960.0,45.0,578.0,8447.95,Non-binary,25.0,18.0,62.0,1.0,Carrier A,507.0,Supplier 2,Delhi,3.0,370.0,20.0,10.94,Fail,3.88,Air,Route_B,708.85,0.0,False
haircare,CTF73,21150.0,86.0,510.0,9658.31,Non-binary,63.0,16.0,7.0,2.0,Carrier B,436.0,Supplier 3,Bangalore,14.0,478.0,2.0,23.66,Pending,1.45,Rail,Route_A,933.83,0.0,False
cosmetics,CD003,51800.0,12.0,437.0,7078.96,Female,11.0,14.0,30.0,3.0,Carrier B,881.0,Supplier 1,Delhi,11.0,653.0,7.0,58.41,Pass,4.63,Air,Route_C,494.89,0.0,False
skincare,C6001,34610.0,56.0,862.0,8669.62,Female,13.0,17.0,58.0,2.0,Carrier A,420.0,Supplier 1,Chennai,25.0,257.0,22.0,85.4,Pending,2.54,Road,Route_C,413.84,901573.0,True
haircare,M080122-0000/00,39070.0,50.0,401.0,8579.28,Male,86.0,22.0,98.0,3.0,Carrier A,225.0,Supplier 3,Bangalore,6.0,203.0,13.0,45.63,Fail,4.79,Road,Route_A,421.23,0.0,False
cosmetics,101600037,79620.0,72.0,918.0,7939.88,Non-binary,86.0,19.0,58.0,3.0,Carrier C,538.0,Supplier 1,Kolkata,22.0,471.0,16.0,64.85,Fail,3.48,Sea,Route_B,738.55,0.0,False
skincare,10100203,56990.0,91.0,153.0,8344.01,Male,80.0,27.0,40.0,5.0,Carrier A,598.0,Supplier 5,Chennai,27.0,935.0,14.0,36.21,Fail,3.66,Sea,Route_B,553.76,0.0,False
cosmetics,10100180,18570.0,56.0,654.0,9226.38,Male,15.0,17.0,32.0,8.0,Carrier A,114.0,Supplier 4,Chennai,1.0,700.0,13.0,65.91,Fail,1.49,Air,Route_A,144.0,0.0,False
skincare,10100302,76570.0,35.0,26.0,8697.78,Non-binary,31.0,12.0,73.0,3.0,Carrier B,790.0,Supplier 5,Mumbai,1.0,712.0,14.0,95.09,Pending,4.6,Rail,Route_A,157.86,0.0,False
cosmetics,10100173,95040.0,56.0,208.0,5518.55,Unknown,7.0,1.0,36.0,5.0,Carrier C,373.0,Supplier 3,Delhi,25.0,490.0,12.0,62.83,Pass,4.6,Rail,Route_C,797.53,785444.0,True
skincare,10300127,87020.0,44.0,677.0,7858.64,Non-binary,89.0,27.0,90.0,4.0,Carrier C,967.0,Supplier 4,Delhi,25.0,383.0,23.0,85.02,Pass,1.94,Road,Route_C,355.96,964243.0,True
haircare,MU-1-230,54900.0,81.0,922.0,6750.01,Male,24.0,6.0,51.0,5.0,Carrier C,724.0,Supplier 3,Bangalore,4.0,560.0,7.0,63.83,Pass,3.81,Sea,Route_B,641.5,0.0,False
cosmetics,MAJ-2147,52570.0,15.0,981.0,8367.79,Male,7.0,24.0,53.0,7.0,Carrier A,113.0,Supplier 1,Chennai,16.0,396.0,15.0,17.91,Fail,2.53,Sea,Route_C,350.17,1003145.0,True
haircare,BW-15B,38380.0,45.0,530.0,1485.24,Non-binary,11.0,2.0,45.0,3.0,Carrier B,274.0,Supplier 5,Chennai,6.0,711.0,22.0,21.56,Fail,2.29,Sea,Route_B,545.24,2038456.0,True
cosmetics,BW-20T,26450.0,95.0,558.0,6489.01,Unknown,36.0,20.0,57.0,3.0,Carrier C,111.0,Supplier 1,Mumbai,17.0,392.0,24.0,61.52,Pass,0.43,Sea,Route_B,173.57,498634.0,True
haircare,FG-V432P,14440.0,56.0,942.0,7689.56,Male,96.0,12.0,11.0,6.0,Carrier C,943.0,Supplier 2,Kolkata,24.0,673.0,22.0,83.13,Pending,4.4,Road,Route_A,981.02,0.0,False
skincare,HX-400U-30,68090.0,15.0,662.0,2158.57,Unknown,34.0,2.0,73.0,4.0,Carrier A,311.0,Supplier 1,Bangalore,11.0,573.0,24.0,45.57,Pending,1.5,Road,Route_A,556.78,0.0,False
