product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs
haircare,OT9589,44.65,31.0,679.0,3720.24,Non-binary,98.0,4.0,52.0,8.0,Carrier A,9.13,Supplier 3,Mumbai,18.0,763.0,23.0,50.18,Pass,1.37,Sea,Route_B,861.04
cosmetics,TJ00255,33.95,92.0,634.0,6732.33,Unknown,40.0,6.0,20.0,6.0,Carrier B,1.35,Supplier 1,Mumbai,16.0,906.0,3.0,22.21,Pass,4.47,Sea,Route_C,281.88
skincare,TJ00432,21.74,28.0,763.0,8391.04,Male,66.0,15.0,61.0,6.0,Carrier A,7.56,Supplier 4,Kolkata,2.0,194.0,15.0,95.54,Pending,4.96,Road,Route_B,251.31
cosmetics,TJ00539,31.65,57.0,712.0,9720.35,Female,30.0,19.0,71.0,6.0,Carrier C,1.82,Supplier 2,Kolkata,13.0,423.0,23.0,64.81,Pending,0.55,Air,Route_A,676.82
cosmetics,WA60120A,94.07,40.0,923.0,4711.7,Non-binary,1.0,27.0,30.0,3.0,Carrier A,5.38,Supplier 4,Kolkata,12.0,705.0,2.0,47.46,Fail,0.71,Air,Route_A,126.57
haircare,WA05972A,95.45,16.0,233.0,3089.29,Female,13.0,18.0,21.0,2.0,Carrier A,5.39,Supplier 4,Bangalore,23.0,153.0,29.0,10.21,Pass,3.13,Air,Route_A,217.06
skincare,GJ110300,42.17,13.0,377.0,6514.04,Non-binary,77.0,18.0,11.0,4.0,Carrier A,1.84,Supplier 3,Bangalore,14.0,163.0,15.0,25.95,Fail,2.41,Road,Route_C,814.29
haircare,GL868900,91.83,98.0,245.0,5519.73,Male,96.0,29.0,36.0,9.0,Carrier A,3.72,Supplier 2,Chennai,23.0,395.0,8.0,65.11,Pending,1.82,Road,Route_C,414.85
haircare,GS144100,93.34,49.0,121.0,3517.77,Non-binary,69.0,3.0,72.0,7.0,Carrier B,3.05,Supplier 2,Mumbai,17.0,642.0,24.0,49.88,Fail,3.2,Rail,Route_B,536.14
cosmetics,RU868100,72.89,36.0,737.0,6755.88,Unknown,35.0,12.0,95.0,7.0,Carrier A,5.99,Supplier 2,Chennai,9.0,866.0,18.0,58.9,Pending,1.15,Sea,Route_B,722.83
haircare,MAJ-1817,56.44,3.0,300.0,7462.13,Male,60.0,26.0,20.0,9.0,Carrier C,1.39,Supplier 5,Chennai,3.0,194.0,27.0,34.04,Pending,4.27,Sea,Route_A,289.67
skincare,OT0061,50.99,47.0,490.0,9887.92,Male,54.0,12.0,26.0,4.0,Carrier C,3.72,Supplier 3,Mumbai,7.0,835.0,10.0,49.16,Pass,3.95,Rail,Route_B,167.12
haircare,OT0428,21.79,85.0,86.0,4869.8,Unknown,68.0,14.0,30.0,5.0,Carrier B,9.22,Supplier 2,Delhi,8.0,626.0,28.0,93.21,Pass,4.18,Rail,Route_B,414.31
cosmetics,GD457500,76.1,93.0,559.0,7600.51,Non-binary,16.0,10.0,59.0,6.0,Carrier B,9.78,Supplier 2,Mumbai,9.0,833.0,9.0,18.05,Pending,3.67,Sea,Route_B,631.74
cosmetics,GE208800,73.93,62.0,952.0,6152.12,Non-binary,38.0,15.0,11.0,4.0,Carrier B,3.27,Supplier 5,Mumbai,12.0,137.0,8.0,65.74,Pending,2.44,Road,Route_A,881.01
skincare,GE298600,7.49,92.0,448.0,7576.09,Unknown,76.0,2.0,73.0,6.0,Carrier A,9.37,Supplier 1,Chennai,15.0,742.0,24.0,77.81,Fail,3.25,Sea,Route_B,977.85
skincare,GJ525500,10.2,55.0,406.0,8368.14,Non-binary,59.0,19.0,41.0,7.0,Carrier C,6.38,Supplier 2,Bangalore,20.0,270.0,2.0,14.11,Pass,4.64,Air,Route_A,888.07
haircare,GL720300,95.52,12.0,639.0,3543.57,Unknown,13.0,25.0,92.0,5.0,Carrier B,7.88,Supplier 3,Chennai,1.0,551.0,7.0,91.97,Pass,0.21,Rail,Route_B,531.05
cosmetics,GL886600,27.3,11.0,947.0,4255.3,Female,7.0,11.0,83.0,2.0,Carrier A,2.8,Supplier 3,Mumbai,22.0,832.0,5.0,80.89,Fail,2.27,Air,Route_B,682.42
skincare,GR039100,77.52,2.0,841.0,9674.12,Male,4.0,6.0,26.0,8.0,Carrier C,7.17,Supplier 4,Mumbai,26.0,660.0,24.0,87.77,Pending,3.49,Sea,Route_C,368.66
cosmetics,GR430900,30.37,85.0,228.0,8770.09,Female,51.0,7.0,83.0,3.0,Carrier C,3.89,Supplier 2,Delhi,2.0,589.0,3.0,78.92,Fail,3.52,Air,Route_A,766.59
skincare,GR473900,83.38,17.0,667.0,4685.88,Unknown,29.0,2.0,47.0,2.0,Carrier A,9.99,Supplier 5,Chennai,28.0,826.0,19.0,81.96,Fail,3.58,Air,Route_B,872.03
skincare,GR517400,39.19,51.0,931.0,8522.26,Unknown,14.0,26.0,52.0,6.0,Carrier C,7.24,Supplier 5,Chennai,6.0,842.0,25.0,61.09,Fail,0.42,Rail,Route_A,724.77
skincare,GR518300,81.3,4.0,878.0,6879.8,Female,83.0,26.0,73.0,1.0,Carrier A,5.81,Supplier 4,Delhi,23.0,413.0,25.0,39.3,Fail,0.84,Road,Route_A,363.99
haircare,GS900300,30.53,85.0,150.0,2716.45,Male,92.0,6.0,23.0,4.0,Carrier C,1.29,Supplier 4,Delhi,3.0,564.0,26.0,54.17,Pending,4.11,Rail,Route_B,672.2
skincare,GS926700,36.58,15.0,512.0,3774.45,Female,47.0,26.0,38.0,4.0,Carrier A,1.67,Supplier 4,Chennai,13.0,944.0,11.0,57.18,Pending,4.55,Air,Route_B,375.27
haircare,LM420800,24.4,41.0,644.0,9171.66,Non-binary,13.0,8.0,79.0,2.0,Carrier B,4.19,Supplier 4,Bangalore,19.0,303.0,11.0,87.74,Pass,4.44,Air,Route_B,120.04
cosmetics,ZB589000,69.08,66.0,325.0,7576.02,Unknown,62.0,29.0,83.0,6.0,Carrier A,5.18,Supplier 2,Chennai,11.0,418.0,18.0,87.91,Pending,2.57,Road,Route_C,935.97
cosmetics,4324,76.47,30.0,510.0,8627.19,Unknown,30.0,5.0,92.0,3.0,Carrier B,5.93,Supplier 5,Kolkata,12.0,430.0,5.0,40.64,Pass,4.15,Rail,Route_B,754.6
cosmetics,654321,93.0,8.0,707.0,9210.77,Male,10.0,13.0,42.0,2.0,Carrier C,8.19,Supplier 4,Mumbai,29.0,126.0,27.0,63.69,Pending,2.58,Rail,Route_C,425.57
haircare,C627165-0000/00,25.33,2.0,322.0,7030.98,Unknown,34.0,5.0,47.0,2.0,Carrier A,4.03,Supplier 3,Bangalore,25.0,955.0,9.0,11.95,Fail,2.9,Sea,Route_B,526.62
cosmetics,C627117-0000/00,37.19,89.0,758.0,9446.41,Female,29.0,7.0,62.0,5.0,Carrier A,5.49,Supplier 5,Mumbai,24.0,596.0,20.0,18.91,Pass,4.81,Rail,Route_A,101.38
cosmetics,C624271-0085/M9,20.13,70.0,574.0,9696.68,Female,88.0,24.0,9.0,5.0,Carrier A,2.1,Supplier 5,Mumbai,15.0,276.0,6.0,57.22,Fail,4.86,Road,Route_A,934.48
cosmetics,C637803-7026/00,18.9,45.0,205.0,2563.98,Unknown,73.0,27.0,53.0,2.0,Carrier C,1.88,Supplier 1,Delhi,8.0,296.0,3.0,83.32,Pass,2.42,Rail,Route_B,513.18
skincare,C637803-0706/00,43.0,40.0,278.0,2009.4,Unknown,13.0,1.0,46.0,9.0,Carrier B,9.21,Supplier 5,Kolkata,17.0,321.0,25.0,96.77,Pass,2.54,Sea,Route_B,555.24
cosmetics,101122100224,39.75,73.0,424.0,5821.46,Non-binary,87.0,24.0,71.0,1.0,Carrier B,6.85,Supplier 3,Mumbai,24.0,152.0,13.0,11.52,Fail,4.89,Sea,Route_A,852.17
haircare,101061100224,83.91,10.0,181.0,7044.0,Unknown,72.0,18.0,43.0,1.0,Carrier C,7.34,Supplier 4,Chennai,23.0,902.0,24.0,42.1,Fail,0.57,Rail,Route_A,735.61
cosmetics,101122100237,82.82,72.0,614.0,7582.97,Unknown,68.0,20.0,47.0,1.0,Carrier C,8.79,Supplier 5,Bangalore,23.0,831.0,22.0,56.87,Pass,0.82,Road,Route_B,829.77
skincare,101061100255,4.9,73.0,926.0,6751.94,Non-binary,17.0,3.0,99.0,4.0,Carrier C,5.23,Supplier 3,Mumbai,28.0,928.0,4.0,74.17,Fail,0.17,Air,Route_A,620.9
haircare,101122100268,23.11,32.0,104.0,6957.53,Male,55.0,17.0,70.0,1.0,Carrier C,3.98,Supplier 3,Chennai,9.0,525.0,25.0,15.52,Fail,3.2,Air,Route_A,921.29
haircare,101061100268,23.94,31.0,823.0,7271.34,Non-binary,47.0,1.0,27.0,9.0,Carrier C,1.17,Supplier 2,Chennai,9.0,725.0,4.0,41.19,Pending,0.8,Sea,Route_B,841.96
skincare,101061100291,82.65,3.0,650.0,1950.41,Non-binary,24.0,15.0,15.0,8.0,Carrier A,7.07,Supplier 3,Bangalore,23.0,998.0,17.0,99.31,Pass,4.93,Sea,Route_B,994.16
cosmetics,101122100311,7.6,41.0,329.0,7938.69,Male,95.0,24.0,38.0,9.0,Carrier B,3.85,Supplier 3,Kolkata,29.0,839.0,13.0,60.48,Fail,0.69,Road,Route_B,278.58
cosmetics,101122100340,37.18,49.0,360.0,4834.01,Non-binary,22.0,26.0,39.0,5.0,Carrier A,6.48,Supplier 4,Delhi,18.0,121.0,2.0,70.21,Fail,4.65,Rail,Route_A,917.04
haircare,101122100341,10.95,94.0,136.0,1633.49,Male,77.0,28.0,47.0,2.0,Carrier B,1.74,Supplier 1,Bangalore,9.0,843.0,19.0,75.48,Fail,2.11,Road,Route_B,677.09
skincare,101061100341,18.5,99.0,987.0,7242.28,Non-binary,37.0,12.0,80.0,9.0,Carrier C,4.24,Supplier 1,Mumbai,18.0,682.0,5.0,87.62,Pass,0.46,Sea,Route_A,740.54
skincare,101122100352,16.38,21.0,163.0,5238.54,Female,1.0,29.0,10.0,2.0,Carrier B,6.16,Supplier 2,Delhi,12.0,260.0,9.0,51.95,Fail,2.4,Air,Route_C,973.55
skincare,101122100358,98.95,13.0,231.0,4416.05,Male,69.0,7.0,48.0,1.0,Carrier C,7.58,Supplier 2,Mumbai,21.0,116.0,18.0,99.77,Fail,0.52,Sea,Route_A,510.94
skincare,101061100381,65.95,30.0,504.0,8325.75,Non-binary,68.0,10.0,7.0,3.0,Carrier A,2.03,Supplier 5,Delhi,27.0,161.0,15.0,30.03,Fail,4.27,Road,Route_C,410.89
haircare,101122110630,13.12,75.0,99.0,8730.87,Male,85.0,2.0,98.0,3.0,Carrier A,9.14,Supplier 4,Bangalore,27.0,735.0,5.0,98.67,Fail,2.62,Air,Route_A,905.49
haircare,101122110635,29.42,84.0,491.0,6228.18,Male,22.0,9.0,41.0,6.0,Carrier B,5.03,Supplier 3,Chennai,12.0,516.0,26.0,99.72,Fail,3.83,Rail,Route_A,783.2
haircare,101122110677,96.18,36.0,134.0,1476.38,Non-binary,98.0,13.0,78.0,4.0,Carrier C,3.55,Supplier 2,Chennai,25.0,338.0,8.0,84.21,Pass,0.8,Rail,Route_A,377.75
cosmetics,101160124000,25.31,61.0,59.0,3608.87,Female,29.0,22.0,35.0,2.0,Carrier B,2.45,Supplier 1,Bangalore,19.0,764.0,29.0,24.14,Pass,3.99,Sea,Route_B,815.01
cosmetics,609990000130,17.7,2.0,101.0,5085.84,Male,58.0,27.0,11.0,6.0,Carrier C,4.55,Supplier 3,Bangalore,20.0,564.0,17.0,75.11,Pending,1.69,Sea,Route_A,961.69
haircare,S00105512,15.63,91.0,554.0,8555.64,Non-binary,28.0,14.0,96.0,5.0,Carrier A,3.96,Supplier 5,Kolkata,3.0,238.0,10.0,60.43,Pass,1.48,Sea,Route_A,911.47
haircare,101124146103,36.61,21.0,937.0,3834.14,Female,23.0,14.0,38.0,3.0,Carrier B,8.34,Supplier 5,Mumbai,26.0,184.0,8.0,66.12,Fail,4.73,Sea,Route_B,961.87
haircare,101062149001,42.92,66.0,535.0,5447.5,Unknown,31.0,12.0,47.0,8.0,Carrier B,7.08,Supplier 4,Mumbai,24.0,637.0,24.0,24.26,Pending,1.26,Air,Route_C,919.48
cosmetics,101062146103,17.31,77.0,335.0,7096.24,Female,7.0,6.0,52.0,3.0,Carrier C,8.12,Supplier 4,Mumbai,5.0,499.0,10.0,44.21,Pass,0.49,Road,Route_C,800.08
haircare,403080126247,15.62,83.0,845.0,6853.96,Male,28.0,20.0,50.0,3.0,Carrier C,7.99,Supplier 1,Chennai,21.0,410.0,14.0,86.28,Pending,2.36,Air,Route_C,854.33
cosmetics,403050126247,71.38,72.0,58.0,6305.13,Non-binary,52.0,5.0,77.0,5.0,Carrier C,8.12,Supplier 2,Bangalore,10.0,490.0,17.0,62.49,Pending,2.76,Sea,Route_A,671.68
skincare,TT814888,15.2,10.0,713.0,9314.98,Unknown,35.0,1.0,42.0,5.0,Carrier A,9.28,Supplier 3,Kolkata,1.0,228.0,19.0,91.75,Pass,3.45,Air,Route_B,518.37
cosmetics,TTWPA10000,24.3,75.0,378.0,3961.88,Female,83.0,17.0,93.0,6.0,Carrier A,3.22,Supplier 1,Bangalore,21.0,553.0,20.0,37.93,Pass,1.38,Rail,Route_B,147.26
haircare,TT808253,39.09,28.0,954.0,4136.49,Female,21.0,2.0,48.0,1.0,Carrier A,4.93,Supplier 1,Mumbai,25.0,156.0,10.0,90.8,Pending,1.13,Sea,Route_B,261.72
haircare,TT809453,85.19,96.0,570.0,6030.47,Female,31.0,5.0,79.0,1.0,Carrier C,9.75,Supplier 2,Chennai,12.0,706.0,5.0,75.9,Fail,4.17,Sea,Route_B,280.46
skincare,TT803836,19.05,96.0,780.0,6353.48,Unknown,65.0,25.0,32.0,2.0,Carrier B,3.31,Supplier 5,Kolkata,1.0,486.0,23.0,83.78,Pending,0.71,Sea,Route_A,963.98
skincare,TTSA013,98.12,82.0,138.0,3126.98,Male,65.0,12.0,38.0,4.0,Carrier B,7.81,Supplier 3,Mumbai,18.0,386.0,8.0,47.11,Pending,3.99,Road,Route_A,328.58
haircare,TTSA042,9.99,8.0,727.0,5389.12,Male,28.0,2.0,4.0,3.0,Carrier A,9.49,Supplier 5,Chennai,26.0,834.0,18.0,61.01,Pass,4.48,Rail,Route_A,847.0
haircare,TT813295,26.49,49.0,426.0,1144.36,Non-binary,10.0,27.0,35.0,5.0,Carrier A,7.06,Supplier 1,Chennai,29.0,531.0,15.0,56.91,Pending,0.97,Road,Route_C,751.13
skincare,RO8041323,32.24,15.0,608.0,4019.0,Non-binary,11.0,26.0,59.0,9.0,Carrier B,6.52,Supplier 2,Kolkata,20.0,506.0,26.0,57.46,Pass,1.84,Sea,Route_B,846.97
cosmetics,704120101200,61.61,10.0,360.0,4953.53,Non-binary,26.0,21.0,51.0,3.0,Carrier A,4.93,Supplier 4,Bangalore,11.0,692.0,28.0,32.66,Pending,3.02,Rail,Route_B,176.24
skincare,705090120908,37.19,42.0,739.0,6413.37,Male,18.0,3.0,88.0,3.0,Carrier A,5.08,Supplier 1,Kolkata,21.0,274.0,22.0,91.81,Pending,2.31,Road,Route_B,691.68
haircare,601000006702,97.27,33.0,490.0,9960.28,Unknown,57.0,24.0,84.0,3.0,Carrier B,3.84,Supplier 3,Mumbai,21.0,562.0,17.0,15.08,Pass,1.57,Rail,Route_B,680.87
haircare,401162140105,69.22,22.0,807.0,9991.42,Unknown,10.0,21.0,49.0,7.0,Carrier C,1.07,Supplier 4,Delhi,19.0,760.0,9.0,13.85,Fail,4.34,Sea,Route_B,832.26
haircare,101061100240,98.04,20.0,417.0,9994.8,Female,80.0,27.0,37.0,9.0,Carrier A,7.09,Supplier 3,Bangalore,1.0,188.0,7.0,27.76,Pass,1.93,Sea,Route_A,973.27
haircare,101061100269,97.76,20.0,395.0,5394.62,Non-binary,75.0,19.0,62.0,3.0,Carrier B,9.96,Supplier 3,Kolkata,10.0,101.0,1.0,72.65,Pending,0.5,Air,Route_B,206.26
cosmetics,101061100270,64.68,37.0,851.0,2440.38,Female,35.0,13.0,59.0,1.0,Carrier B,5.81,Supplier 5,Delhi,6.0,418.0,22.0,48.41,Pending,3.75,Rail,Route_B,330.38
cosmetics,101061100368,8.18,70.0,80.0,9248.13,Female,90.0,21.0,75.0,3.0,Carrier A,5.77,Supplier 1,Delhi,12.0,890.0,15.0,75.69,Pass,3.35,Road,Route_A,686.39
haircare,101061100370,82.4,30.0,389.0,3551.2,Unknown,66.0,5.0,45.0,8.0,Carrier C,7.52,Supplier 5,Mumbai,25.0,611.0,8.0,82.47,Fail,1.41,Rail,Route_A,632.34
skincare,101122110685,61.64,93.0,159.0,7143.81,Non-binary,67.0,29.0,67.0,7.0,Carrier C,9.91,Supplier 3,Bangalore,28.0,835.0,9.0,75.37,Fail,0.2,Road,Route_B,669.5
cosmetics,101061135103,41.63,72.0,902.0,1080.54,Female,30.0,20.0,77.0,7.0,Carrier A,9.46,Supplier 3,Kolkata,11.0,163.0,14.0,49.25,Pass,0.28,Sea,Route_A,516.0
haircare,101061135106,93.88,52.0,496.0,3809.07,Unknown,53.0,22.0,97.0,6.0,Carrier C,2.99,Supplier 1,Delhi,13.0,659.0,9.0,79.31,Fail,1.99,Air,Route_C,285.18
cosmetics,2502,92.68,25.0,587.0,3978.55,Female,23.0,19.0,24.0,3.0,Carrier C,5.12,Supplier 4,Chennai,12.0,123.0,28.0,14.14,Pass,1.32,Road,Route_A,120.95
cosmetics,1514-F,11.12,62.0,313.0,1131.34,Male,25.0,13.0,72.0,5.0,Carrier B,9.53,Supplier 3,Bangalore,29.0,786.0,24.0,24.91,Pending,1.45,Air,Route_C,780.95
skincare,JOMFV32D,57.31,72.0,992.0,7527.09,Non-binary,24.0,8.0,16.0,1.0,Carrier A,2.82,Supplier 1,Chennai,19.0,787.0,8.0,40.15,Pending,2.77,Sea,Route_B,745.03
cosmetics,TT823436,27.14,9.0,492.0,3206.43,Non-binary,8.0,19.0,5.0,3.0,Carrier C,8.88,Supplier 3,Chennai,27.0,900.0,28.0,62.81,Fail,4.23,Rail,Route_C,369.76
haircare,SI10019,50.81,22.0,746.0,5114.36,Male,14.0,3.0,45.0,3.0,Carrier C,7.15,Supplier 4,Delhi,10.0,414.0,6.0,98.14,Pass,1.76,Air,Route_C,857.88
skincare,SI10158,56.74,56.0,550.0,6707.78,Male,88.0,12.0,72.0,6.0,Carrier B,6.46,Supplier 1,Chennai,22.0,478.0,11.0,24.79,Pass,4.64,Air,Route_C,107.36
haircare,SI10164,73.29,98.0,753.0,2491.01,Male,54.0,17.0,74.0,9.0,Carrier B,4.16,Supplier 5,Delhi,6.0,920.0,14.0,34.21,Pass,1.24,Air,Route_C,892.22
skincare,SI30566-12,50.15,54.0,600.0,6917.07,Unknown,18.0,16.0,18.0,6.0,Carrier A,9.9,Supplier 3,Chennai,10.0,198.0,14.0,48.79,Pass,0.09,Road,Route_B,438.73
skincare,SI10251,95.62,79.0,788.0,8199.42,Non-binary,80.0,27.0,85.0,7.0,Carrier B,3.27,Supplier 5,Bangalore,20.0,534.0,8.0,82.91,Pass,2.18,Sea,Route_A,348.75
cosmetics,SI30063-34,66.43,23.0,26.0,7869.89,Male,8.0,11.0,96.0,7.0,Carrier A,1.22,Supplier 1,Mumbai,17.0,213.0,14.0,57.5,Pass,4.42,Air,Route_B,660.27
skincare,SI10417,4.03,49.0,518.0,8339.36,Unknown,50.0,14.0,51.0,5.0,Carrier B,4.45,Supplier 2,Bangalore,28.0,223.0,20.0,13.56,Pending,1.48,Road,Route_A,644.79
cosmetics,DO1502,69.09,89.0,33.0,5341.22,Male,2.0,25.0,45.0,9.0,Carrier B,7.89,Supplier 3,Bangalore,27.0,490.0,19.0,49.34,Fail,1.96,Air,Route_B,744.61
skincare,DO1539,68.51,8.0,387.0,7504.27,Male,40.0,7.0,67.0,9.0,Carrier A,1.85,Supplier 4,Delhi,15.0,121.0,9.0,13.28,Pass,2.09,Air,Route_A,657.84
cosmetics,DOE4085100MF,9.32,65.0,439.0,1603.02,Unknown,66.0,25.0,39.0,7.0,Carrier B,8.83,Supplier 1,Kolkata,12.0,102.0,25.0,55.08,Pending,0.39,Road,Route_C,547.12
skincare,DOGTP135,49.28,43.0,122.0,4592.04,Female,92.0,16.0,10.0,5.0,Carrier B,8.27,Supplier 3,Kolkata,8.0,307.0,11.0,65.5,Fail,2.23,Air,Route_A,454.3
haircare,DOGTP240,51.21,79.0,787.0,1297.99,Non-binary,94.0,19.0,20.0,5.0,Carrier B,9.54,Supplier 1,Bangalore,29.0,697.0,23.0,74.61,Pending,3.05,Sea,Route_B,402.17
skincare,PEZE30W,41.4,70.0,172.0,3340.9,Female,16.0,4.0,33.0,8.0,Carrier A,4.87,Supplier 2,Delhi,26.0,326.0,10.0,25.47,Fail,3.15,Rail,Route_A,489.68
cosmetics,BA604133,93.91,68.0,772.0,4583.56,Unknown,26.0,5.0,88.0,6.0,Carrier B,4.19,Supplier 2,Mumbai,12.0,902.0,17.0,44.8,Pass,0.14,Air,Route_C,430.73
skincare,BA605133,38.78,47.0,389.0,8626.09,Male,91.0,20.0,56.0,4.0,Carrier B,9.55,Supplier 3,Bangalore,17.0,950.0,3.0,54.6,Pass,4.3,Air,Route_C,196.64
cosmetics,BA606133,20.74,57.0,562.0,2172.56,Unknown,20.0,8.0,61.0,4.0,Carrier C,5.4,Supplier 4,Delhi,18.0,200.0,25.0,21.13,Fail,3.36,Air,Route_C,514.83
skincare,BA607108,66.83,47.0,816.0,1930.83,Female,67.0,26.0,33.0,9.0,Carrier B,3.07,Supplier 5,Chennai,20.0,737.0,20.0,13.21,Pending,0.75,Sea,Route_A,317.98
cosmetics,BA607133,80.97,46.0,197.0,5435.83,Male,6.0,7.0,17.0,6.0,Carrier A,4.68,Supplier 5,Chennai,26.0,968.0,7.0,80.07,Pass,1.14,Air,Route_B,166.68
cosmetics,BA610108,84.76,74.0,799.0,4512.05,Female,84.0,20.0,37.0,6.0,Carrier C,4.85,Supplier 2,Bangalore,22.0,832.0,27.0,60.95,Pass,1.62,Rail,Route_B,578.41
haircare,BA61476,78.11,70.0,912.0,3147.82,Male,44.0,16.0,84.0,7.0,Carrier A,1.59,Supplier 2,Delhi,24.0,212.0,19.0,32.37,Pass,0.38,Road,Route_B,594.41
cosmetics,FE67120,90.17,83.0,47.0,5305.32,Unknown,11.0,25.0,81.0,6.0,Carrier C,4.26,Supplier 3,Bangalore,13.0,887.0,27.0,94.88,Fail,3.09,Road,Route_B,651.97
haircare,PE80789,6.77,88.0,742.0,6252.08,Female,55.0,1.0,35.0,3.0,Carrier B,7.6,Supplier 5,Bangalore,27.0,468.0,25.0,21.99,Pass,4.48,Road,Route_A,569.64
haircare,PE804108,65.78,4.0,519.0,5753.84,Non-binary,47.0,22.0,74.0,8.0,Carrier A,1.8,Supplier 1,Chennai,5.0,169.0,15.0,32.2,Pending,2.81,Sea,Route_C,103.7
haircare,BA604108N,46.08,68.0,812.0,7124.71,Non-binary,81.0,18.0,74.0,9.0,Carrier A,2.21,Supplier 4,Mumbai,26.0,353.0,10.0,47.53,Pass,0.11,Road,Route_A,642.47
cosmetics,DOEXGPGII,40.69,51.0,62.0,1591.25,Non-binary,62.0,28.0,10.0,9.0,Carrier B,2.81,Supplier 3,Chennai,3.0,459.0,27.0,31.33,Fail,1.1,Air,Route_C,344.79
skincare,OBPP30B6,32.3,62.0,671.0,5787.67,Male,80.0,7.0,71.0,1.0,Carrier B,5.15,Supplier 2,Kolkata,20.0,600.0,21.0,75.71,Pass,0.65,Sea,Route_C,724.55
haircare,AKAFC20,56.95,87.0,622.0,3073.59,Male,28.0,29.0,43.0,3.0,Carrier B,8.3,Supplier 1,Chennai,9.0,815.0,12.0,24.7,Pass,0.56,Sea,Route_C,561.94
haircare,AKUF2520,10.52,75.0,441.0,2709.51,Unknown,59.0,29.0,29.0,5.0,Carrier C,6.65,Supplier 3,Mumbai,28.0,116.0,1.0,25.31,Pending,2.9,Road,Route_C,152.94
skincare,PA111200,28.91,83.0,839.0,9324.98,Non-binary,27.0,6.0,96.0,7.0,Carrier A,4.49,Supplier 1,Delhi,22.0,452.0,27.0,62.42,Pending,2.86,Sea,Route_A,534.57
cosmetics,C8402,60.59,35.0,261.0,6437.89,Unknown,50.0,23.0,93.0,9.0,Carrier A,5.82,Supplier 2,Delhi,27.0,510.0,5.0,94.12,Pending,4.31,Rail,Route_C,958.52
cosmetics,CFF33,60.96,45.0,578.0,8447.95,Non-binary,25.0,18.0,62.0,1.0,Carrier A,5.07,Supplier 2,Delhi,3.0,370.0,20.0,10.94,Fail,3.88,Air,Route_B,708.85
haircare,CTF73,21.15,86.0,510.0,9658.31,Non-binary,63.0,16.0,7.0,2.0,Carrier B,4.36,Supplier 3,Bangalore,14.0,478.0,2.0,23.66,Pending,1.45,Rail,Route_A,933.83
cosmetics,CD003,51.8,12.0,437.0,7078.96,Female,11.0,14.0,30.0,3.0,Carrier B,8.81,Supplier 1,Delhi,11.0,653.0,7.0,58.41,Pass,4.63,Air,Route_C,494.89
skincare,C6001,34.61,56.0,862.0,8669.62,Female,13.0,17.0,58.0,2.0,Carrier A,4.2,Supplier 1,Chennai,25.0,257.0,22.0,85.4,Pending,2.54,Road,Route_C,413.84
skincare,606700469030,68.28,89.0,794.0,4739.86,Male,19.0,14.0,17.0,2.0,Carrier C,2.28,Supplier 5,Kolkata,20.0,743.0,13.0,36.01,Pass,1.9,Rail,Route_C,300.12
haircare,M080122-0000/00,39.07,50.0,401.0,8579.28,Male,86.0,22.0,98.0,3.0,Carrier A,2.25,Supplier 3,Bangalore,6.0,203.0,13.0,45.63,Fail,4.79,Road,Route_A,421.23
cosmetics,101600037,79.62,72.0,918.0,7939.88,Non-binary,86.0,19.0,58.0,3.0,Carrier C,5.38,Supplier 1,Kolkata,22.0,471.0,16.0,64.85,Fail,3.48,Sea,Route_B,738.55
skincare,10100203,56.99,91.0,153.0,8344.01,Male,80.0,27.0,40.0,5.0,Carrier A,5.98,Supplier 5,Chennai,27.0,935.0,14.0,36.21,Fail,3.66,Sea,Route_B,553.76
cosmetics,10100180,18.57,56.0,654.0,9226.38,Male,15.0,17.0,32.0,8.0,Carrier A,1.14,Supplier 4,Chennai,1.0,700.0,13.0,65.91,Fail,1.49,Air,Route_A,144.0
skincare,10100302,76.57,35.0,26.0,8697.78,Non-binary,31.0,12.0,73.0,3.0,Carrier B,7.9,Supplier 5,Mumbai,1.0,712.0,14.0,95.09,Pending,4.6,Rail,Route_A,157.86
cosmetics,10100173,95.04,56.0,208.0,5518.55,Unknown,7.0,1.0,36.0,5.0,Carrier C,3.73,Supplier 3,Delhi,25.0,490.0,12.0,62.83,Pass,4.6,Rail,Route_C,797.53
skincare,10300127,87.02,44.0,677.0,7858.64,Non-binary,89.0,27.0,90.0,4.0,Carrier C,9.67,Supplier 4,Delhi,25.0,383.0,23.0,85.02,Pass,1.94,Road,Route_C,355.96
haircare,MU-1-230,54.9,81.0,922.0,6750.01,Male,24.0,6.0,51.0,5.0,Carrier C,7.24,Supplier 3,Bangalore,4.0,560.0,7.0,63.83,Pass,3.81,Sea,Route_B,641.5
cosmetics,MAJ-2147,52.57,15.0,981.0,8367.79,Male,7.0,24.0,53.0,7.0,Carrier A,1.13,Supplier 1,Chennai,16.0,396.0,15.0,17.91,Fail,2.53,Sea,Route_C,350.17
haircare,BW-15B,38.38,45.0,530.0,1485.24,Non-binary,11.0,2.0,45.0,3.0,Carrier B,2.74,Supplier 5,Chennai,6.0,711.0,22.0,21.56,Fail,2.29,Sea,Route_B,545.24
